Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week
S1611,Olivia,Johnson,olivia611@university.com,Female,20,Mathematics,75.72,91.41,68.01,67.99,72.17,83.04,72.18,75.43,C,28.47
S1612,Sara,Davis,sara612@university.com,Male,23,Engineering,69.3,98.0,81.83,54.16,91.78,68.83,53.44,76.54,C,18.74
S1613,Maria,Brown,maria613@university.com,Male,21,Engineering,93.89,52.24,89.59,77.88,43.28,98.31,75.63,75.42,C,12.27
S1614,Sara,Brown,sara614@university.com,Male,19,Business,91.97,79.05,76.9,58.78,70.79,82.92,98.66,78.74,C,10.04
S1615,Sara,Johnson,sara615@university.com,Female,18,Business,58.31,59.96,96.4,67.15,99.29,69.11,58.96,74.19,C,27.28
S1616,Liam,Davis,liam616@university.com,Female,19,Business,62.74,61.11,82.34,76.08,47.48,97.68,81.8,71.44,C,24.15
S1617,John,Brown,john617@university.com,Male,18,Business,51.09,86.47,48.07,73.39,76.35,65.7,51.36,64.04,D,24.59
S1618,John,Johnson,john618@university.com,Female,18,Business,55.6,76.57,74.11,89.6,99.2,55.05,75.48,75.84,C,27.72
S1619,Ava,Jones,ava619@university.com,Male,24,Business,66.79,76.9,95.61,98.1,70.54,67.17,63.93,80.82,B,28.97
S1620,Sara,Johnson,sara620@university.com,Female,22,Mathematics,78.99,56.95,56.74,70.25,99.93,43.3,78.93,68.01,D,7.06
S1621,John,Davis,john621@university.com,Female,20,Engineering,86.5,61.47,43.83,53.72,46.92,92.18,73.61,60.95,D,22.82
S1622,Omar,Miller,omar622@university.com,Male,23,Business,66.74,74.25,94.58,50.31,88.64,96.9,54.57,75.22,C,9.04
S1623,Liam,Miller,liam623@university.com,Female,19,Mathematics,97.12,87.29,41.44,76.71,81.3,84.92,60.66,72.33,C,26.68
S1624,Olivia,Williams,olivia624@university.com,Male,23,Mathematics,76.91,72.0,64.34,58.46,98.65,91.2,74.92,72.71,C,20.08
S1625,Omar,Williams,omar625@university.com,Female,18,CS,63.58,46.23,57.73,54.53,80.08,48.0,92.59,61.06,D,25.43
S1626,Ahmed,Jones,ahmed626@university.com,Female,24,Mathematics,69.23,60.82,65.91,89.09,69.05,87.64,78.82,71.56,C,13.55
S1627,John,Garcia,john627@university.com,Female,21,Mathematics,85.27,51.25,85.04,61.8,48.61,51.12,59.1,66.9,D,17.82
S1628,John,Johnson,john628@university.com,Female,23,CS,53.98,82.42,79.26,93.63,54.65,67.01,96.29,76.88,C,21.5
S1629,Liam,Brown,liam629@university.com,Female,21,Business,54.62,67.47,63.67,93.35,54.64,98.0,97.91,71.76,C,11.19
S1630,Omar,Garcia,omar630@university.com,Male,21,Mathematics,84.51,90.25,59.38,94.45,49.64,50.38,63.34,73.55,C,7.99
S1631,Emma,Johnson,emma631@university.com,Female,22,Business,52.58,42.96,63.18,67.67,58.94,69.46,66.04,58.39,F,9.81
S1632,Ava,Williams,ava632@university.com,Male,23,Engineering,88.19,70.84,86.76,76.12,78.46,87.18,70.26,79.74,C,5.07
S1633,Omar,Williams,omar633@university.com,Male,20,Business,80.37,45.31,80.61,53.2,75.77,84.37,60.55,67.1,D,26.04
S1634,Liam,Jones,liam634@university.com,Male,23,Mathematics,90.74,65.04,58.58,96.89,80.63,47.14,53.45,71.56,C,17.09
S1635,Olivia,Davis,olivia635@university.com,Male,18,Business,81.01,72.69,47.54,64.49,54.33,52.81,70.56,63.38,D,22.6
S1636,Emma,Brown,emma636@university.com,Male,20,Business,75.46,48.36,91.97,93.58,65.1,66.66,65.16,74.38,C,22.92
S1637,Ahmed,Brown,ahmed637@university.com,Male,20,Mathematics,63.34,70.36,86.66,92.92,90.69,61.58,84.36,79.76,C,12.82
S1638,Olivia,Johnson,olivia638@university.com,Male,20,Engineering,81.78,99.58,86.66,61.29,50.56,91.97,72.21,79.92,C,8.43
S1639,John,Brown,john639@university.com,Male,20,Engineering,64.7,66.78,83.62,84.65,99.24,53.51,83.12,77.57,C,20.24
S1640,Ava,Brown,ava640@university.com,Male,19,Engineering,57.82,85.11,74.1,63.73,68.47,60.03,78.97,71.52,C,27.23
S1641,Maria,Davis,maria641@university.com,Female,19,Business,81.59,71.12,43.07,61.64,69.52,58.61,59.09,62.27,D,17.6
S1642,Noah,Davis,noah642@university.com,Female,18,Mathematics,52.64,66.77,73.24,64.9,67.3,49.81,65.21,65.04,D,20.53
S1643,Liam,Brown,liam643@university.com,Female,23,Mathematics,90.4,86.07,46.84,82.2,90.06,74.64,82.32,75.78,C,16.46
S1644,Emma,Williams,emma644@university.com,Male,24,Business,62.59,89.42,45.12,93.31,69.95,57.79,63.26,68.76,D,15.8
S1645,Sara,Smith,sara645@university.com,Male,21,Business,89.75,49.8,46.26,57.28,92.63,71.69,73.36,63.76,D,7.67
S1646,Sara,Smith,sara646@university.com,Female,24,Business,71.78,47.75,84.54,82.16,58.94,77.29,60.99,69.63,D,16.12
S1647,Noah,Davis,noah647@university.com,Female,24,Engineering,63.0,63.1,96.58,80.52,90.1,82.62,55.63,77.0,C,23.4
S1648,John,Garcia,john648@university.com,Female,22,Business,92.91,50.24,66.21,73.2,87.35,76.17,82.71,72.33,C,29.95
S1649,John,Davis,john649@university.com,Female,20,Mathematics,86.27,90.18,98.47,98.78,43.92,89.31,82.32,87.5,B,21.18
S1650,Emma,Jones,emma650@university.com,Female,20,Mathematics,76.96,55.31,86.07,87.59,75.3,52.76,54.85,72.91,C,6.61
S1651,Ava,Davis,ava651@university.com,Male,22,Mathematics,72.97,43.31,65.61,73.45,95.71,78.47,65.58,67.08,D,18.13
S1652,Olivia,Jones,olivia652@university.com,Female,18,Business,66.91,94.83,98.86,83.09,89.01,84.97,84.98,87.83,B,12.67
S1653,Liam,Williams,liam653@university.com,Female,19,Engineering,65.78,47.52,79.33,51.99,75.86,92.18,94.54,68.65,D,16.23
S1654,Ahmed,Miller,ahmed654@university.com,Female,24,Engineering,74.7,92.16,84.21,75.05,74.37,48.23,96.88,81.48,B,13.8
S1655,Noah,Williams,noah655@university.com,Male,18,Engineering,77.53,51.55,46.11,95.56,89.23,85.6,52.44,66.25,D,26.09
S1656,John,Brown,john656@university.com,Male,24,Engineering,81.59,71.62,74.95,84.19,85.19,83.65,93.48,79.98,C,9.74
S1657,Sara,Miller,sara657@university.com,Female,22,Business,52.85,75.27,90.42,50.87,42.94,74.37,90.97,70.33,C,13.17
S1658,Liam,Smith,liam658@university.com,Male,18,Mathematics,64.2,99.69,97.99,72.04,55.62,90.3,85.78,83.53,B,22.17
S1659,Emma,Garcia,emma659@university.com,Male,19,Business,60.29,61.15,47.57,56.49,80.57,91.52,98.14,64.09,D,20.71
S1660,John,Davis,john660@university.com,Male,21,Engineering,67.17,59.71,76.14,66.12,86.61,44.25,83.02,70.14,C,25.23
S1661,Omar,Johnson,omar661@university.com,Male,23,CS,87.38,91.05,57.17,82.02,58.85,97.48,51.67,73.84,C,19.49
S1662,Sara,Davis,sara662@university.com,Male,24,Mathematics,89.45,86.47,53.06,81.06,42.88,69.01,50.73,68.95,D,28.03
S1663,Emma,Smith,emma663@university.com,Female,21,Mathematics,61.11,52.49,85.22,62.67,93.7,74.44,67.54,70.22,C,25.82
S1664,Liam,Garcia,liam664@university.com,Male,19,Engineering,65.47,66.88,64.33,99.2,57.53,57.69,67.73,69.57,D,19.11
S1665,John,Smith,john665@university.com,Female,20,CS,72.89,55.54,92.72,59.83,96.84,52.34,80.68,74.57,C,10.58
S1666,Liam,Garcia,liam666@university.com,Male,21,Business,72.64,96.74,80.61,65.08,51.3,58.22,54.65,73.67,C,8.6
S1667,Emma,Brown,emma667@university.com,Female,18,CS,75.74,70.8,46.43,71.17,67.14,84.02,92.0,67.92,D,18.62
S1668,Ahmed,Brown,ahmed668@university.com,Male,21,CS,96.19,89.29,61.24,82.79,72.24,80.63,84.13,79.68,C,20.72
S1669,Liam,Smith,liam669@university.com,Female,24,Engineering,55.14,50.33,65.86,75.53,48.44,65.49,67.09,60.96,D,9.59
S1670,Sara,Johnson,sara670@university.com,Male,23,CS,73.35,81.14,53.58,56.59,93.22,56.5,61.18,67.38,D,26.43
S1671,Ava,Miller,ava671@university.com,Male,19,Engineering,69.14,77.84,65.81,71.89,58.62,85.73,96.81,73.0,C,28.52
S1672,Ava,Davis,ava672@university.com,Female,18,Mathematics,97.64,54.36,77.45,73.7,92.54,56.29,50.19,73.02,C,9.06
S1673,John,Jones,john673@university.com,Female,18,Mathematics,62.86,83.16,41.69,68.77,77.61,48.77,91.15,66.11,D,10.88
S1674,Olivia,Johnson,olivia674@university.com,Male,23,Mathematics,98.99,92.11,50.44,52.31,74.78,94.76,58.87,71.83,C,5.18
S1675,Ava,Miller,ava675@university.com,Male,18,Engineering,60.57,55.91,79.77,98.27,94.95,70.17,89.76,76.93,C,8.39
S1676,Maria,Brown,maria676@university.com,Female,24,Mathematics,67.22,43.71,84.06,76.09,52.79,86.9,60.19,66.89,D,11.52
S1677,Ava,Davis,ava677@university.com,Male,18,Business,67.11,98.88,77.78,70.81,49.99,99.17,91.04,78.97,C,12.04
S1678,Ava,Smith,ava678@university.com,Male,22,Engineering,57.18,79.48,83.65,89.33,54.62,58.35,74.16,74.58,C,6.58
S1679,Liam,Brown,liam679@university.com,Male,19,CS,86.59,50.44,61.67,81.87,44.24,61.69,76.74,65.96,D,29.91
S1680,Liam,Davis,liam680@university.com,Male,19,Engineering,81.75,91.54,60.69,69.51,93.46,88.82,85.75,78.53,C,11.22
S1681,Sara,Johnson,sara681@university.com,Male,19,Mathematics,70.87,48.66,45.61,50.83,92.41,54.19,60.58,57.4,F,23.4
S1682,Omar,Williams,omar682@university.com,Female,21,CS,81.1,92.92,97.55,59.62,83.04,79.86,67.17,83.09,B,5.48
S1683,Olivia,Jones,olivia683@university.com,Male,20,Mathematics,50.43,41.2,75.2,72.77,71.08,40.45,71.13,61.76,D,22.95
S1684,Emma,Williams,emma684@university.com,Male,20,Business,93.9,56.15,98.94,69.15,50.67,61.1,72.01,75.74,C,6.73
S1685,Omar,Smith,omar685@university.com,Male,18,Mathematics,70.78,55.5,92.02,83.46,66.89,69.27,60.21,73.41,C,20.67
S1686,Omar,Miller,omar686@university.com,Male,22,Engineering,99.78,68.81,69.15,78.29,95.01,88.05,72.56,78.92,C,22.97
S1687,Maria,Jones,maria687@university.com,Male,20,Engineering,85.97,77.12,44.9,60.89,55.02,89.9,73.16,65.99,D,17.17
S1688,Liam,Brown,liam688@university.com,Female,21,Engineering,81.58,72.58,47.76,68.79,45.95,77.38,72.34,64.71,D,24.45
S1689,Noah,Miller,noah689@university.com,Female,20,CS,52.54,68.1,91.19,96.68,95.96,47.51,69.1,77.68,C,5.71
S1690,John,Williams,john690@university.com,Male,20,Business,83.32,57.12,75.15,55.47,97.95,50.49,82.4,71.59,C,11.14
S1691,Emma,Davis,emma691@university.com,Male,23,CS,73.98,98.37,40.29,70.63,46.03,70.55,51.23,64.69,D,15.17
S1692,Sara,Davis,sara692@university.com,Female,20,Business,76.67,99.76,88.03,92.28,78.12,42.49,60.34,83.27,B,28.13
S1693,Omar,Garcia,omar693@university.com,Female,19,Engineering,55.18,82.14,57.97,63.44,99.88,91.49,70.4,70.32,C,29.51
S1694,John,Davis,john694@university.com,Male,19,Engineering,89.5,76.98,42.69,81.13,58.54,62.12,88.49,69.47,D,25.27
S1695,Emma,Williams,emma695@university.com,Female,22,CS,92.21,48.36,71.21,51.86,44.84,80.34,84.46,66.03,D,13.54
S1696,Ahmed,Johnson,ahmed696@university.com,Male,20,CS,91.28,87.48,52.05,90.26,91.01,57.35,97.61,79.47,C,6.25
S1697,Omar,Miller,omar697@university.com,Female,18,CS,68.85,97.9,56.41,69.98,98.97,72.19,75.13,75.53,C,11.44
S1698,Maria,Davis,maria698@university.com,Female,18,Business,50.72,42.97,75.96,67.08,97.2,94.19,85.69,68.25,D,25.45
S1699,Omar,Davis,omar699@university.com,Female,21,Mathematics,84.22,70.19,85.91,74.26,48.96,78.9,58.62,73.99,C,26.81
S1700,Ahmed,Williams,ahmed700@university.com,Female,21,CS,80.39,45.03,78.58,88.13,75.1,55.97,51.57,69.39,D,7.99
S1701,Olivia,Garcia,olivia701@university.com,Male,21,Engineering,98.95,70.11,67.3,87.67,47.95,72.81,77.31,75.01,C,7.24
S1702,Noah,Brown,noah702@university.com,Male,21,CS,64.84,40.04,97.79,95.88,85.87,44.74,72.38,74.62,C,7.55
S1703,Olivia,Smith,olivia703@university.com,Male,24,Engineering,55.06,77.39,61.36,89.45,54.02,78.35,61.78,67.99,D,22.84
S1704,Maria,Davis,maria704@university.com,Female,19,Business,56.34,92.0,75.61,56.36,65.65,49.65,85.02,71.76,C,23.97
S1705,Noah,Garcia,noah705@university.com,Female,23,CS,79.07,44.74,51.5,73.73,61.69,61.52,76.46,61.63,D,19.61
S1706,Maria,Miller,maria706@university.com,Female,22,Mathematics,74.65,68.31,69.42,92.34,89.92,64.21,66.66,74.93,C,17.3
S1707,Emma,Brown,emma707@university.com,Female,18,Engineering,95.89,94.5,76.27,76.39,73.45,98.7,88.66,84.96,B,7.66
S1708,Olivia,Smith,olivia708@university.com,Male,19,Mathematics,58.53,66.84,52.63,84.48,92.64,57.42,54.1,65.52,D,12.46
S1709,Noah,Brown,noah709@university.com,Female,22,Business,98.28,62.64,55.49,62.17,67.47,85.57,60.3,67.52,D,22.73
S1710,John,Brown,john710@university.com,Male,22,Business,61.88,69.36,57.17,86.14,96.72,95.02,79.17,72.71,C,16.57
S1711,John,Jones,john711@university.com,Female,18,Engineering,59.91,92.46,61.15,86.13,59.15,94.35,56.33,71.95,C,9.46
S1712,Olivia,Brown,olivia712@university.com,Male,21,Mathematics,54.1,51.76,96.63,98.82,62.58,95.4,77.24,76.2,C,11.74
S1713,Maria,Brown,maria713@university.com,Male,19,CS,74.68,67.21,42.28,86.43,71.68,52.12,55.5,63.5,D,14.58
S1714,Ahmed,Davis,ahmed714@university.com,Female,20,Business,90.11,87.2,70.58,65.0,49.08,57.08,68.8,73.0,C,23.91
S1715,John,Miller,john715@university.com,Male,19,CS,59.75,58.81,77.23,81.92,81.96,46.72,92.47,72.1,C,18.32
S1716,Ahmed,Davis,ahmed716@university.com,Female,21,CS,68.08,46.5,92.56,89.16,50.09,70.74,74.37,72.01,C,20.63
S1717,John,Jones,john717@university.com,Male,20,Business,58.74,80.36,50.4,86.24,70.32,80.8,60.14,67.51,D,23.64
S1718,John,Jones,john718@university.com,Male,24,Business,56.8,90.16,49.29,65.06,54.94,62.34,62.73,63.52,D,17.22
S1719,Ahmed,Johnson,ahmed719@university.com,Female,18,CS,60.24,73.99,78.97,65.13,67.6,56.76,68.47,69.79,D,8.99
S1720,Noah,Brown,noah720@university.com,Male,23,CS,76.35,73.7,50.25,59.88,59.13,75.61,60.51,63.48,D,7.91
S1721,Olivia,Garcia,olivia721@university.com,Female,21,CS,69.48,54.46,40.94,68.0,45.39,55.41,54.63,54.52,F,7.52
S1722,Liam,Miller,liam722@university.com,Male,23,Engineering,89.14,96.25,81.52,57.79,54.61,90.53,60.47,77.7,C,6.81
S1723,Emma,Garcia,emma723@university.com,Female,21,Mathematics,50.06,93.64,71.3,63.13,86.04,95.6,74.18,74.34,C,12.89
S1724,John,Miller,john724@university.com,Female,21,Engineering,52.56,69.79,47.4,70.05,61.04,86.37,90.16,63.64,D,8.84
S1725,Ahmed,Davis,ahmed725@university.com,Male,24,Business,78.29,40.92,86.83,68.08,64.39,88.56,68.96,69.61,D,6.18
S1726,Sara,Johnson,sara726@university.com,Female,22,CS,56.07,99.16,86.84,69.51,74.71,94.68,77.7,80.35,B,9.36
S1727,Noah,Garcia,noah727@university.com,Female,19,Business,98.6,49.55,61.25,70.97,63.44,79.95,60.78,67.08,D,10.53
S1728,Liam,Jones,liam728@university.com,Male,20,Mathematics,87.03,85.42,76.4,58.34,87.85,83.21,54.31,76.36,C,16.6
S1729,Liam,Brown,liam729@university.com,Female,24,Mathematics,64.36,59.66,46.94,69.43,42.23,95.06,83.66,61.08,D,29.77
S1730,Liam,Garcia,liam730@university.com,Female,19,Engineering,73.65,71.18,51.43,73.1,94.18,43.05,93.18,70.0,D,13.52
S1731,John,Garcia,john731@university.com,Female,21,Business,81.91,61.0,95.7,53.28,72.96,75.45,82.64,75.74,C,11.39
S1732,Noah,Miller,noah732@university.com,Female,21,Mathematics,80.34,90.97,72.47,90.19,70.53,43.75,69.2,78.05,C,16.11
S1733,Olivia,Miller,olivia733@university.com,Female,22,Business,55.12,72.13,45.11,65.15,84.68,97.87,85.89,65.69,D,29.82
S1734,Liam,Johnson,liam734@university.com,Male,19,Business,94.06,61.01,45.0,86.23,58.69,86.98,72.13,67.93,D,17.13
S1735,Ahmed,Brown,ahmed735@university.com,Male,18,Engineering,58.18,73.94,70.23,50.68,61.77,76.07,92.43,67.9,D,27.22
S1736,John,Williams,john736@university.com,Male,23,Business,83.54,56.17,56.65,96.67,83.41,74.63,82.39,72.74,C,5.73
S1737,Ahmed,Williams,ahmed737@university.com,Male,20,Engineering,75.48,72.74,61.57,54.07,51.6,97.04,70.43,66.43,D,16.67
S1738,Noah,Johnson,noah738@university.com,Female,18,Mathematics,61.87,98.74,63.18,63.36,65.29,45.66,56.29,68.77,D,15.36
S1739,Olivia,Miller,olivia739@university.com,Male,23,CS,73.04,57.18,54.85,82.26,79.06,89.47,70.89,67.91,D,6.83
S1740,Emma,Jones,emma740@university.com,Female,23,Business,70.71,81.87,56.1,99.97,50.52,40.61,57.44,68.83,D,24.4
S1741,John,Smith,john741@university.com,Male,23,Mathematics,98.42,72.43,67.49,97.25,80.42,43.89,73.29,78.28,C,11.01
S1742,Ava,Miller,ava742@university.com,Female,22,Engineering,81.47,55.41,88.05,81.61,70.21,43.61,95.8,76.34,C,20.39
S1743,Sara,Johnson,sara743@university.com,Male,24,Engineering,96.78,94.73,52.56,51.97,84.48,89.66,98.39,77.17,C,27.25
S1744,Noah,Brown,noah744@university.com,Male,22,Business,58.68,81.41,78.74,94.6,83.97,70.5,99.59,80.84,B,11.65
S1745,Omar,Brown,omar745@university.com,Male,24,CS,78.25,45.29,64.82,87.51,81.6,99.44,63.89,69.65,D,17.45
S1746,Noah,Garcia,noah746@university.com,Male,24,Mathematics,95.94,66.42,72.93,89.81,74.98,97.61,83.02,80.06,B,18.07
S1747,John,Davis,john747@university.com,Female,23,Mathematics,70.69,57.95,84.89,60.41,52.31,51.37,56.28,65.91,D,12.78
S1748,Noah,Miller,noah748@university.com,Female,21,Engineering,88.75,84.12,87.84,63.47,93.25,48.24,66.82,80.03,B,19.67
S1749,Liam,Smith,liam749@university.com,Male,18,CS,57.85,96.85,86.01,63.41,75.45,83.29,97.06,80.48,B,27.04
S1750,Noah,Miller,noah750@university.com,Male,21,Business,53.78,77.07,79.95,68.93,97.27,92.45,85.4,76.7,C,22.84
S1751,Maria,Johnson,maria751@university.com,Male,20,CS,82.84,51.89,48.64,99.97,77.34,65.86,64.41,67.43,D,20.1
S1752,Olivia,Williams,olivia752@university.com,Female,19,Mathematics,99.84,65.82,59.22,95.33,51.47,76.93,70.29,73.27,C,6.03
S1753,John,Smith,john753@university.com,Male,19,Mathematics,99.09,81.47,92.99,97.41,69.21,82.14,92.6,89.3,B,13.92
S1754,Omar,Davis,omar754@university.com,Female,23,Business,96.7,85.98,79.48,91.19,78.85,98.14,85.7,86.61,B,28.12
S1755,Noah,Jones,noah755@university.com,Female,22,Business,81.1,72.4,84.98,86.38,77.79,61.59,70.29,78.73,C,29.26
S1756,Omar,Davis,omar756@university.com,Male,19,Engineering,74.62,90.2,49.82,63.85,43.95,82.36,61.91,65.97,D,14.72
S1757,Maria,Williams,maria757@university.com,Female,22,Business,56.53,62.31,41.55,61.09,86.83,52.07,54.0,57.18,F,16.86
S1758,Ava,Johnson,ava758@university.com,Male,20,CS,51.8,79.5,57.21,77.98,56.76,60.93,96.16,68.01,D,10.17
S1759,Maria,Davis,maria759@university.com,Male,18,Mathematics,92.28,87.94,70.51,61.65,90.72,83.63,99.04,81.46,B,8.89
S1760,Liam,Williams,liam760@university.com,Female,24,CS,81.37,68.3,97.59,83.81,94.47,83.79,86.77,85.15,B,7.0
S1761,Liam,Williams,liam761@university.com,Female,22,Engineering,92.92,53.96,46.93,66.31,53.23,95.52,93.4,65.85,D,17.49
S1762,Ava,Davis,ava762@university.com,Female,20,CS,73.0,76.42,51.31,90.25,98.04,56.12,74.74,72.68,C,7.15
S1763,Noah,Johnson,noah763@university.com,Female,24,Business,83.6,54.44,84.62,87.51,59.04,69.02,64.73,73.54,C,11.47
S1764,Olivia,Jones,olivia764@university.com,Male,18,Mathematics,85.65,61.98,43.18,87.75,97.31,54.41,66.18,68.27,D,9.6
S1765,Omar,Brown,omar765@university.com,Male,24,CS,83.82,51.4,89.12,55.83,79.36,60.47,87.38,73.21,C,18.74
S1766,Sara,Davis,sara766@university.com,Male,18,Engineering,53.93,92.88,44.67,85.34,95.2,56.24,68.52,69.82,D,19.22
S1767,John,Miller,john767@university.com,Female,18,Business,83.11,94.76,92.43,75.09,66.26,60.38,85.95,84.03,B,12.17
S1768,Sara,Brown,sara768@university.com,Male,22,Engineering,89.53,67.24,58.1,69.2,91.26,84.94,63.62,71.52,C,7.94
S1769,Ava,Johnson,ava769@university.com,Female,21,Mathematics,88.46,94.11,66.78,77.53,96.67,52.74,76.01,80.32,B,16.87
S1770,Maria,Williams,maria770@university.com,Female,19,Engineering,56.45,72.21,96.19,65.42,92.17,85.85,62.39,76.52,C,5.91
S1771,Ahmed,Brown,ahmed771@university.com,Male,23,Business,76.52,79.77,75.41,71.14,52.05,58.34,76.23,72.7,C,21.3
S1772,Liam,Jones,liam772@university.com,Male,20,Business,77.04,89.1,50.3,90.39,81.57,73.35,84.98,75.83,C,15.3
S1773,Sara,Davis,sara773@university.com,Female,21,Business,77.47,95.79,96.87,53.47,67.38,76.58,62.79,79.86,C,15.18
S1774,Sara,Garcia,sara774@university.com,Female,19,Engineering,87.82,87.65,69.68,94.74,56.06,64.64,94.93,80.66,B,27.41
S1775,Sara,Smith,sara775@university.com,Male,24,Mathematics,94.61,65.86,51.88,71.9,64.52,65.74,79.28,68.79,D,18.03
S1776,Ava,Davis,ava776@university.com,Male,24,Engineering,66.03,48.1,57.77,78.61,66.51,60.8,87.32,64.18,D,27.34
S1777,Ava,Davis,ava777@university.com,Male,21,Mathematics,66.6,84.67,49.12,56.52,60.74,88.46,62.32,64.41,D,6.58
S1778,Maria,Davis,maria778@university.com,Female,24,Mathematics,78.57,76.45,71.39,93.72,42.61,55.66,93.79,75.4,C,23.81
S1779,Ava,Davis,ava779@university.com,Female,20,Mathematics,65.47,81.65,40.97,68.63,61.1,72.61,53.64,61.79,D,24.75
S1780,Emma,Davis,emma780@university.com,Male,23,CS,70.76,57.01,57.03,74.11,83.17,61.53,80.5,66.84,D,14.56
S1781,John,Miller,john781@university.com,Female,18,Business,78.56,84.72,62.74,65.14,67.56,89.08,96.5,75.04,C,18.63
S1782,Emma,Miller,emma782@university.com,Female,21,Business,61.37,60.35,69.89,71.93,53.1,47.83,50.63,62.3,D,8.85
S1783,Sara,Davis,sara783@university.com,Female,23,Business,62.18,68.12,75.48,94.34,93.33,84.74,51.76,74.72,C,19.38
S1784,Sara,Williams,sara784@university.com,Male,23,CS,66.87,45.38,97.69,90.36,67.58,53.42,96.67,76.18,C,13.61
S1785,Emma,Johnson,emma785@university.com,Male,21,Business,83.22,82.53,50.67,94.43,66.51,48.57,88.21,73.72,C,24.75
S1786,Ava,Smith,ava786@university.com,Male,20,Business,93.09,68.63,99.67,83.96,44.44,99.57,70.39,81.66,B,12.19
S1787,Emma,Davis,emma787@university.com,Female,23,Engineering,75.92,75.24,50.45,98.14,50.53,50.65,95.76,70.93,C,16.63
S1788,Olivia,Garcia,olivia788@university.com,Male,22,Mathematics,64.02,49.58,49.84,64.26,87.57,94.35,98.75,64.97,D,10.81
S1789,Olivia,Johnson,olivia789@university.com,Female,24,Mathematics,63.21,57.23,70.68,90.33,42.99,76.2,90.34,69.29,D,8.92
S1790,Omar,Brown,omar790@university.com,Male,22,Business,72.67,99.36,43.28,67.75,68.91,70.19,65.8,68.74,D,23.23
S1791,Emma,Smith,emma791@university.com,Female,19,Engineering,88.92,96.47,91.71,78.21,64.62,59.98,56.25,82.38,B,7.66
S1792,Noah,Garcia,noah792@university.com,Male,22,Business,73.37,57.13,97.7,65.64,45.88,71.61,52.85,70.16,C,7.76
S1793,John,Brown,john793@university.com,Male,19,Mathematics,68.26,72.12,87.3,90.91,97.47,89.46,78.24,82.17,B,9.49
S1794,Maria,Johnson,maria794@university.com,Female,23,CS,52.6,40.77,87.73,73.86,47.85,54.13,96.63,66.21,D,26.49
S1795,Omar,Jones,omar795@university.com,Male,18,Engineering,90.47,88.01,95.93,88.51,84.86,54.05,53.0,84.92,B,17.94
S1796,Emma,Williams,emma796@university.com,Male,21,Engineering,98.11,57.4,91.18,69.38,59.39,96.11,68.17,76.96,C,14.76
S1797,Ahmed,Johnson,ahmed797@university.com,Male,23,CS,80.96,49.56,98.08,95.74,50.02,47.27,54.27,73.73,C,27.74
S1798,Noah,Brown,noah798@university.com,Male,20,Business,91.87,58.59,70.45,70.06,91.3,65.92,69.3,72.98,C,22.25
S1799,Sara,Brown,sara799@university.com,Male,20,CS,50.97,59.62,77.68,63.76,94.58,78.03,53.6,67.27,D,27.73
S1800,John,Jones,john800@university.com,Male,20,Business,90.73,54.04,52.04,85.76,58.9,58.38,57.61,64.86,D,11.6
S1801,Olivia,Williams,olivia801@university.com,Female,18,Engineering,54.15,77.2,60.41,92.8,66.08,51.57,59.56,67.73,D,24.22
S1802,Emma,Smith,emma802@university.com,Female,21,Engineering,51.49,40.59,44.51,76.78,91.27,40.29,96.83,59.31,F,7.66
S1803,Ahmed,Garcia,ahmed803@university.com,Male,18,Mathematics,57.47,70.6,67.63,95.04,95.8,63.01,74.59,74.09,C,27.41
S1804,Noah,Johnson,noah804@university.com,Male,19,CS,55.77,88.09,71.76,74.08,80.83,91.53,81.44,75.84,C,24.07
S1805,Maria,Davis,maria805@university.com,Male,21,Business,52.62,53.86,88.11,92.57,68.98,64.96,98.89,74.62,C,10.01
S1806,Liam,Johnson,liam806@university.com,Male,20,Mathematics,82.42,62.78,85.3,83.62,71.87,45.93,90.61,77.33,C,26.65
S1807,Maria,Smith,maria807@university.com,Male,20,Mathematics,60.51,73.95,76.93,51.98,64.18,78.95,84.9,69.75,D,20.95
S1808,John,Williams,john808@university.com,Female,23,CS,82.7,70.7,49.54,52.67,66.74,42.96,78.47,63.5,D,14.57
S1809,John,Garcia,john809@university.com,Male,23,CS,65.5,88.72,92.03,83.65,42.82,73.98,88.16,79.92,C,8.41
S1810,Omar,Smith,omar810@university.com,Female,22,Mathematics,85.54,98.4,87.43,62.15,94.5,45.59,73.41,82.76,B,27.19
S1811,Liam,Brown,liam811@university.com,Male,23,Engineering,77.04,80.64,82.16,97.8,71.88,63.98,97.69,83.05,B,21.05
S1812,Maria,Jones,maria812@university.com,Female,24,CS,71.09,81.48,94.17,92.52,64.86,46.74,53.78,78.58,C,19.43
S1813,Olivia,Brown,olivia813@university.com,Male,23,Business,70.67,72.8,66.16,87.43,89.68,86.27,51.94,73.29,C,9.85
S1814,John,Smith,john814@university.com,Male,21,Engineering,86.06,61.16,59.54,73.63,92.64,42.42,90.24,71.48,C,14.22
S1815,John,Miller,john815@university.com,Female,22,Mathematics,97.35,54.44,54.4,54.17,95.71,74.78,83.35,68.86,D,27.79
